timestamp,match,frame,x1,y1,x2,y2,img_w,img_h,user
2026-03-20T17:29:05.119717,unknown,match14_non_rally_003926.jpg,855.379909304074,405.8979090699865,868.5799093040739,417.29790906998653,1280,720,anon
2026-03-20T17:56:36.510648,unknown,match2_rally_010923.jpg,True,748.7300139180003,305.8969463882796,761.1300139180003,319.09694638827966,1280,720,anon
2026-03-20T17:56:41.062276,unknown,match16_rally_001404.jpg,True,561.2256144886805,124.83600479027803,579.4256144886806,109.83600479027803,1280,720,anon
2026-03-20T17:56:48.975407,unknown,match7_non_rally_005506.jpg,True,673.1220305716919,623.5792385096973,710.9753717156823,680.0087563262015,1280,720,anon
2026-03-20T17:56:50.943330,unknown,match10_non_rally_011585.jpg,False,,,,,1280,720,anon
2026-03-20T17:56:55.253766,unknown,match10_non_rally_011572.jpg,True,351.30674845043023,504.4400102201067,372.10674845043025,525.2400102201067,1280,720,anon
2026-03-20T17:57:01.718469,unknown,match15_rally_002095.jpg,True,432.715267683605,159.70199682460216,450.515267683605,177.10199682460217,1280,720,anon
2026-03-20T17:57:05.358641,unknown,match7_rally_005915.jpg,True,718.9167984409587,280.7300886944498,737.5167984409587,299.7300886944498,1280,720,anon
2026-03-20T17:58:17.230447,unknown,match15_non_rally_002037.jpg,False,,,,,1280,720,anon
2026-03-20T17:58:22.270700,unknown,match16_rally_001216.jpg,True,716.5858496916985,306.3537297223691,729.9858496916985,315.9537297223691,1280,720,anon
2026-03-20T17:58:27.798399,unknown,match1_rally_000758.jpg,True,704.6491351508073,100.63323848289733,726.0491351508074,123.23323848289733,1920,1080,anon
2026-03-20T17:58:32.510786,unknown,match14_non_rally_003085.jpg,True,212.4039222773341,391.5847359962172,223.6039222773341,402.3847359962172,1280,720,anon
2026-03-20T17:58:36.486302,unknown,match1_non_rally_000963.jpg,True,1206.3000355824247,568.6551378780139,1219.7000355824246,581.6551378780139,1920,1080,anon
2026-03-20T17:58:39.982319,unknown,match2_non_rally_010817.jpg,True,758.4694044167888,402.3799068143111,768.8694044167889,411.7799068143111,1280,720,anon
2026-03-20T17:58:43.094688,unknown,match8_non_rally_004187.jpg,True,563.6884072705988,390.3238230901314,582.4884072705988,409.5238230901314,1280,720,anon
2026-03-20T17:58:56.790321,unknown,match2_non_rally_010775.jpg,True,835.9854573428578,452.5856792901036,845.1854573428578,461.5856792901036,1280,720,anon
2026-03-20T17:58:59.582696,unknown,match2_rally_011050.jpg,True,609.1413363489497,252.17764215912334,626.1413363489497,267.57764215912334,1280,720,anon
2026-03-20T17:59:04.150288,unknown,match14_non_rally_003897.jpg,True,810.1571868725321,391.58306003408745,825.7571868725321,406.78306003408744,1280,720,anon
2026-03-20T17:59:09.078589,unknown,match2_rally_010899.jpg,True,975.8205688245692,337.1653537182037,993.0205688245693,353.9653537182037,1280,720,anon
2026-03-20T17:59:12.653691,unknown,match9_rally_009338.jpg,True,515.7237648168913,193.5948931083621,532.5237648168912,208.79489310836206,1280,720,anon
2026-03-20T17:59:18.798821,unknown,match7_non_rally_005705.jpg,False,,,,,1280,720,anon
2026-03-20T17:59:22.934439,unknown,match2_rally_011001.jpg,True,910.0555521831,335.72799818396805,931.0555521831,352.92799818396804,1280,720,anon
2026-03-20T17:59:29.510332,unknown,match14_rally_003223.jpg,True,632.5767527323092,358.9893647722279,645.3767527323091,370.9893647722279,1280,720,anon
2026-03-20T17:59:30.839549,unknown,match8_non_rally_004442.jpg,False,,,,,1280,720,anon
2026-03-20T17:59:34.278494,unknown,match14_non_rally_003980.jpg,True,577.2401806815076,341.4861822756008,586.2401806815076,349.88618227560085,1280,720,anon
2026-03-20T17:59:40.062359,unknown,match16_rally_001264.jpg,True,788.0706804763493,132.15454222713575,803.0706804763493,147.55454222713576,1280,720,anon
2026-03-20T17:59:44.378688,unknown,match16_rally_001234.jpg,True,535.200483617349,209.55284468993509,553.4004836173491,229.7528446899351,1280,720,anon
2026-03-20T17:59:47.622444,unknown,match8_rally_004297.jpg,True,457.76886839019807,287.2290372343815,473.5688683901981,300.4290372343815,1280,720,anon
2026-03-20T17:59:51.606688,unknown,match9_non_rally_009659.jpg,True,813.3688252248824,427.0630030128247,827.1688252248823,441.46300301282474,1280,720,anon
2026-03-20T17:59:56.693759,unknown,match15_non_rally_002411.jpg,True,915.7333979550289,371.885163467642,936.3333979550289,391.085163467642,1280,720,anon
2026-03-20T18:00:02.334817,unknown,match10_rally_011756.jpg,True,667.5104190973498,186.72142904050105,678.1104190973498,197.92142904050107,1280,720,anon
2026-03-20T18:00:06.006438,unknown,match15_rally_002839.jpg,True,566.4323089383145,141.73089401791947,580.0323089383144,155.93089401791946,1280,720,anon
2026-03-20T18:00:15.062533,unknown,match8_non_rally_004213.jpg,False,,,,,1280,720,anon
2026-03-20T18:00:16.902820,unknown,match1_non_rally_000370.jpg,False,,,,,1920,1080,anon
2026-03-20T18:00:20.222243,unknown,match9_rally_009171.jpg,True,516.2497988941864,318.2896160215877,529.0497988941863,331.0896160215877,1280,720,anon
2026-03-20T18:00:42.735292,unknown,match14_rally_003639.jpg,True,619.4888894276916,166.64000337522057,631.0888894276916,177.44000337522056,1280,720,anon
2026-03-20T18:00:45.966382,unknown,match1_rally_000480.jpg,True,903.9430692434219,458.19305372409866,924.21957582499,478.99622281427895,1920,1080,anon
2026-03-20T18:00:50.278380,unknown,match1_rally_000533.jpg,True,901.5259380777595,372.79067684646446,923.8300953174845,396.8328203646095,1920,1080,anon
2026-03-20T18:00:55.310442,unknown,match1_rally_000338.jpg,True,800.6555771567098,257.5685289975763,822.8555771567098,280.16852899757635,1920,1080,anon
2026-03-20T18:01:00.966908,unknown,match2_non_rally_010084.jpg,False,,,,,1280,720,anon
2026-03-20T18:01:06.158864,unknown,match14_non_rally_003010.jpg,True,1074.0714068901277,630.0521965830145,1125.0714068901277,683.4521965830145,1280,720,anon
2026-03-20T18:01:09.246292,unknown,match7_rally_005553.jpg,True,718.3939641148761,364.1448061881157,729.7939641148762,374.74480618811566,1280,720,anon
2026-03-20T18:01:12.750575,unknown,match16_rally_001328.jpg,True,879.6075685660142,425.9050698273597,891.8075685660142,441.10506982735967,1280,720,anon
2026-03-20T18:01:25.454708,unknown,match1_non_rally_000620.jpg,True,1920,950,1889,1030,1920,1080,anon
2026-03-20T18:01:29.791448,unknown,match10_non_rally_011092.jpg,False,,,,,1280,720,anon
2026-03-20T18:01:33.622141,unknown,match8_rally_004534.jpg,True,915.8128808853651,249.3485906235905,935.2128808853652,269.9485906235905,1280,720,anon
2026-03-20T18:01:37.390485,unknown,match14_non_rally_003576.jpg,True,653.7506404257713,377.6237737257028,665.1506404257713,388.4237737257028,1280,720,anon
2026-03-20T18:01:39.358411,unknown,match16_non_rally_001791.jpg,False,,,,,1280,720,anon
2026-03-20T18:01:43.661677,unknown,match10_rally_011527.jpg,True,708.2448978370145,242.60207501802512,724.8448978370145,259.2020750180251,1280,720,anon
2026-03-20T18:01:46.934128,unknown,match15_rally_002641.jpg,True,852.9441050849506,427.9495528317765,867.9441050849506,440.9495528317765,1280,720,anon
2026-03-20T18:01:48.990530,unknown,match14_non_rally_003184.jpg,False,,,,,1280,720,anon
2026-03-20T18:01:54.398871,unknown,match7_rally_005549.jpg,True,678.7713460242524,285.51488054639333,691.3713460242523,297.3148805463933,1280,720,anon
2026-03-20T18:02:10.414341,unknown,match1_rally_000454.jpg,True,1311.9890915353049,199.3617593254978,1340.7890915353048,228.16175932549777,1920,1080,anon
2026-03-20T18:02:12.286714,unknown,match16_non_rally_001760.jpg,False,,,,,1280,720,anon
2026-03-20T18:02:17.670264,unknown,match9_rally_009942.jpg,True,418.6140741490115,297.23392348571304,434.0140741490115,313.03392348571305,1280,720,anon
2026-03-20T18:02:21.493758,unknown,match2_rally_010901.jpg,True,778.8370513857069,341.6523549732162,793.037051385707,355.2523549732162,1280,720,anon
2026-03-20T18:02:24.911442,unknown,match16_rally_001930.jpg,True,797.2746019845288,133.73449891587407,824.2626322445959,160.33698588651174,1280,720,anon
2026-03-20T18:02:30.342560,unknown,match7_rally_005492.jpg,True,223.10288159331904,357.7920312989536,241.26483820280936,376.90988036157495,1280,720,anon
2026-03-20T18:02:36.590476,unknown,match16_rally_001889.jpg,True,781.5455561145534,143.56771694643234,801.5455561145534,161.96771694643235,1280,720,anon
2026-03-20T18:02:41.974440,unknown,match16_rally_001744.jpg,True,825.6217480562491,332.06924298867926,839.9852710183989,319.6208564214828,1280,720,anon
2026-03-20T18:02:45.366771,unknown,match14_rally_003528.jpg,True,664.7221452960903,286.0019836214645,682.1221452960903,302.8019836214645,1280,720,anon
2026-03-20T18:02:48.702684,unknown,match10_rally_011646.jpg,True,584.3228382375326,275.51895963726435,596.0530486566215,287.4885621057225,1280,720,anon
2026-03-20T18:02:51.999233,unknown,match9_rally_010004.jpg,True,577.6016180435702,248.6461046194088,593.8016180435701,264.6461046194088,1280,720,anon
2026-03-20T18:02:56.326721,unknown,match9_rally_009358.jpg,True,690.1304538454117,255.6823622834848,703.7304538454117,269.28236228348476,1280,720,anon
2026-03-20T18:03:00.222742,unknown,match7_non_rally_005217.jpg,True,381.8125923825144,451.52058157747314,391.2125923825144,461.32058157747315,1280,720,anon
2026-03-20T18:03:05.542752,unknown,match9_non_rally_009543.jpg,False,,,,,1280,720,anon
2026-03-20T18:03:10.830626,unknown,match15_non_rally_002850.jpg,True,845.0939284272923,549.9820579397079,870.6939284272923,577.3820579397079,1280,720,anon
2026-03-20T18:03:14.550345,unknown,match9_rally_009965.jpg,True,622.5404875594455,341.27342540811543,634.5404875594455,352.4734254081154,1280,720,anon
2026-03-20T18:03:18.478395,unknown,match2_rally_010135.jpg,True,624.0805602310564,352.23941887249936,635.8805602310565,364.8394188724993,1280,720,anon
2026-03-20T18:03:23.734757,unknown,match7_rally_005937.jpg,True,684.1089386076836,331.2108437246617,693.7089386076836,340.6108437246617,1280,720,anon
2026-03-20T18:03:30.399100,unknown,match14_non_rally_003065.jpg,True,639.6743160313442,503.65749457066966,660.7408163758306,524.9633869645252,1280,720,anon
2026-03-20T18:03:36.102298,unknown,match1_rally_000337.jpg,True,1116.1268623893222,498.00961952328845,1134.3268623893223,515.0096195232884,1920,1080,anon
2026-03-20T18:03:41.966923,unknown,match1_non_rally_000038.jpg,False,,,,,1920,1080,anon
2026-03-20T18:03:47.342347,unknown,match14_rally_003723.jpg,True,847.1715494415964,166.49323971083035,864.9715494415965,185.09323971083035,1280,720,anon
2026-03-20T18:03:48.862710,unknown,match10_non_rally_011336.jpg,False,,,,,1280,720,anon
2026-03-20T18:03:53.254289,unknown,match9_non_rally_009726.jpg,True,570.4172901878194,415.3219136475747,578.4172901878194,426.12191364757473,1280,720,anon
2026-03-20T18:03:56.590751,unknown,match2_rally_010651.jpg,True,559.3751141054474,367.6435126136374,575.3751141054474,383.4435126136374,1280,720,anon
2026-03-20T18:04:00.062287,unknown,match1_rally_000250.jpg,True,1241.938000250377,402.9281353747985,1267.7444631723727,429.78792331401866,1920,1080,anon
2026-03-20T18:04:04.366317,unknown,match2_non_rally_010331.jpg,True,577.2380654559387,417.39869303743114,586.2380654559387,425.39869303743114,1280,720,anon
2026-03-20T18:04:16.397755,unknown,match1_rally_000612.jpg,True,1158.5110948223332,169.19918867750954,1176.1110948223334,188.79918867750953,1920,1080,anon
2026-03-20T18:04:18.462669,unknown,match16_non_rally_001743.jpg,False,,,,,1280,720,anon
2026-03-20T18:04:21.485770,unknown,match8_non_rally_004511.jpg,True,491.6888436898891,382.9454485544373,501.4888436898891,392.54544855443726,1280,720,anon
2026-03-20T18:04:23.646512,unknown,match2_non_rally_010704.jpg,False,,,,,1280,720,anon
2026-03-20T18:04:26.317771,unknown,match8_non_rally_004739.jpg,True,707.1873707910155,363.3779378699288,715.5873707910155,372.3779378699288,1280,720,anon
2026-03-20T18:04:28.894440,unknown,match9_non_rally_009288.jpg,True,1090,531,1146,590,1280,720,anon
2026-03-20T18:04:32.142683,unknown,match10_rally_011684.jpg,True,808.8065380849121,202.9288191701642,821.606538084912,215.5288191701642,1280,720,anon
2026-03-20T18:04:34.718254,unknown,match7_rally_005480.jpg,True,673.1130835841459,315.2391506904495,683.5130835841459,325.03915069044945,1280,720,anon
2026-03-20T18:04:36.646361,unknown,match16_non_rally_001095.jpg,False,,,,,1280,720,anon
2026-03-20T18:04:39.047090,unknown,match9_non_rally_009745.jpg,False,,,,,1280,720,anon
2026-03-20T18:04:41.653755,unknown,match9_rally_009655.jpg,True,611.1168157810988,243.34218274161398,624.7168157810988,255.742182741614,1280,720,anon
2026-03-20T18:04:46.454136,unknown,match16_rally_001735.jpg,True,596.3600040077157,121.7758738459067,616.6886501776364,107.05513006768824,1280,720,anon
2026-03-20T18:04:55.542766,unknown,match1_rally_000868.jpg,True,1126.385000458281,663.1706892527825,1164.385000458281,699.5706892527825,1920,1080,anon
2026-03-20T18:05:03.615292,unknown,match9_rally_009185.jpg,False,,,,,1280,720,anon
2026-03-20T18:05:07.982729,unknown,match15_rally_002618.jpg,True,471.4374177452438,210.56203620842717,492.8374177452438,230.76203620842716,1280,720,anon
2026-03-20T18:05:09.510587,unknown,match2_non_rally_010567.jpg,False,,,,,1280,720,anon
2026-03-20T18:05:11.374447,unknown,match14_non_rally_003951.jpg,False,,,,,1280,720,anon
2026-03-20T18:05:13.158481,unknown,match15_non_rally_002674.jpg,False,,,,,1280,720,anon
2026-03-20T18:05:17.078993,unknown,match2_rally_010181.jpg,True,452.6287445981212,351.47390390767407,474.0287445981212,373.2739039076741,1280,720,anon
2026-03-20T18:05:20.062749,unknown,match15_rally_002811.jpg,True,650.4830832355688,259.9694525527867,669.6009322981902,277.49414752685635,1280,720,anon
2026-03-20T18:05:22.438668,unknown,match2_non_rally_010039.jpg,False,,,,,1280,720,anon
2026-03-20T18:05:26.902399,unknown,match1_non_rally_000611.jpg,True,823.6162642095449,568.9977555879593,837.6162642095449,582.7977555879594,1920,1080,anon
2026-03-20T18:05:29.384575,unknown,match1_non_rally_000774.jpg,False,,,,,1920,1080,anon
2026-03-20T18:05:32.999014,unknown,match9_non_rally_009289.jpg,False,,,,,1280,720,anon
2026-03-20T18:05:37.126408,unknown,match10_rally_011504.jpg,True,557.5527433346839,243.8789566740661,570.5527433346839,256.2789566740661,1280,720,anon
2026-03-20T18:05:39.374917,unknown,match8_non_rally_004206.jpg,False,,,,,1280,720,anon
2026-03-20T18:05:42.869817,unknown,match9_rally_009431.jpg,True,737.8523792735832,357.81984110029464,758.6523792735832,376.2198411002946,1280,720,anon
2026-03-20T18:05:46.734477,unknown,match2_rally_010118.jpg,True,647.6383462067229,299.9412534202306,661.6383462067229,313.9412534202306,1280,720,anon
2026-03-20T18:05:50.502257,unknown,match1_rally_000742.jpg,True,617.7207036780097,321.0521457607182,640.3207036780097,343.6521457607182,1920,1080,anon
2026-03-20T18:05:54.990353,unknown,match14_rally_003270.jpg,True,595.3213139484327,268.5266808058409,610.9213139484327,283.7266808058409,1280,720,anon
2026-03-20T18:06:01.918986,unknown,match2_rally_011051.jpg,True,689.4993902710688,231.83562964539777,707.0993902710688,250.0356296453978,1280,720,anon
2026-03-20T18:06:06.582552,unknown,match14_non_rally_003725.jpg,True,833.2378625543828,317.76284522522764,844.4378625543828,329.36284522522766,1280,720,anon
2026-03-20T18:06:09.846952,unknown,match16_rally_001037.jpg,True,846.8018985351428,283.4603458077084,859.8018985351428,296.2603458077084,1280,720,anon
2026-03-20T18:06:13.942490,unknown,match7_rally_005112.jpg,True,552.0966823885894,216.86627081613864,564.8966823885895,229.66627081613865,1280,720,anon
2026-03-20T18:06:17.343408,unknown,match15_rally_002859.jpg,True,452.656572735412,267.17845065391697,465.256572735412,280.578450653917,1280,720,anon
2026-03-20T18:06:20.798537,unknown,match10_rally_011782.jpg,True,403.7063583571613,327.59865374180725,419.3063583571613,342.39865374180727,1280,720,anon
2026-03-20T18:06:25.262205,unknown,match10_non_rally_011871.jpg,True,494.98378488167674,468.58031524947285,511.3837848816767,484.78031524947284,1280,720,anon
2026-03-20T18:06:28.902550,unknown,match8_rally_004813.jpg,True,806.7006371799313,245.38651430724767,826.1006371799313,265.98651430724766,1280,720,anon
2026-03-20T18:06:32.926408,unknown,match16_rally_001469.jpg,False,,,,,1280,720,anon
2026-03-20T18:06:37.190376,unknown,match16_non_rally_001165.jpg,True,517.5516750370095,382.66488859047814,529.3516750370096,396.86488859047813,1280,720,anon
2026-03-20T18:06:45.142560,unknown,match2_rally_010096.jpg,False,,,,,1280,720,anon
2026-03-20T18:06:48.118549,unknown,match2_rally_011022.jpg,True,716.0699459338056,307.5892380847454,730.0699459338056,321.98923808474535,1280,720,anon
2026-03-20T18:06:50.030812,unknown,match16_non_rally_001293.jpg,False,,,,,1280,720,anon
2026-03-20T18:06:53.174717,unknown,match1_rally_000415.jpg,True,932.1553391597823,437.933670823976,949.5553391597823,455.733670823976,1920,1080,anon
2026-03-20T18:07:28.414375,unknown,match2_non_rally_010320.jpg,False,,,,,1280,720,anon
2026-03-20T18:07:32.278408,unknown,match14_rally_003526.jpg,True,660.9762879247055,314.726025798876,675.9762879247055,301.92602579887597,1280,720,anon
2026-03-20T18:07:33.782837,unknown,match8_non_rally_004232.jpg,False,,,,,1280,720,anon
2026-03-20T18:07:36.533777,unknown,match10_rally_011727.jpg,True,689.1431118109409,297.23214550345045,707.3431118109409,314.6321455034505,1280,720,anon
2026-03-20T18:07:39.598837,unknown,match9_rally_009133.jpg,False,,,,,1280,720,anon
2026-03-20T18:07:41.085943,unknown,match2_non_rally_010581.jpg,False,,,,,1280,720,anon
2026-03-20T18:07:43.831438,unknown,match9_non_rally_009568.jpg,False,,,,,1280,720,anon
2026-03-20T18:07:48.813753,unknown,match16_non_rally_001197.jpg,True,710.3957729816905,447.571076693475,726.7957729816904,463.771076693475,1280,720,anon
2026-03-20T18:07:52.054045,unknown,match9_non_rally_009972.jpg,True,578.6312964573829,389.96641008780045,587.8312964573828,398.36641008780043,1280,720,anon
2026-03-20T18:07:55.534696,unknown,match2_rally_010895.jpg,True,701.7045107075688,240.5529573814737,715.9045107075688,254.1529573814737,1280,720,anon
2026-03-20T18:07:57.430687,unknown,match7_non_rally_005016.jpg,False,,,,,1280,720,anon
2026-03-20T18:08:06.118672,unknown,match1_non_rally_000608.jpg,True,683.1721086887593,704.2618271641868,706.6760553540953,729.7244360516341,1920,1080,anon
2026-03-20T18:08:08.863360,unknown,match8_rally_004365.jpg,True,583.2485306721504,287.165371261364,598.8485306721504,303.565371261364,1280,720,anon
2026-03-20T18:08:11.519070,unknown,match8_non_rally_004486.jpg,False,,,,,1280,720,anon
2026-03-20T18:08:13.494374,unknown,match2_non_rally_010833.jpg,False,,,,,1280,720,anon
2026-03-20T18:08:17.205879,unknown,match15_rally_002580.jpg,True,518.0407821655008,143.680086116879,531.6407821655008,157.680086116879,1280,720,anon
2026-03-20T18:08:20.150402,unknown,match15_rally_002456.jpg,True,505.46154939990345,318.48858594482,517.0615493999035,328.48858594482,1280,720,anon
2026-03-20T18:08:22.622963,unknown,match1_rally_000170.jpg,True,1044.7153318719636,431.5181283378679,1068.2940123825301,454.1409163953032,1920,1080,anon
2026-03-20T18:08:26.677752,unknown,match15_rally_002874.jpg,True,644.7385846546682,174.76036617348467,658.5385846546682,188.76036617348467,1280,720,anon
2026-03-20T18:08:30.102315,unknown,match14_rally_003567.jpg,True,1164.8952005118324,274.9616341057765,1191.3415583817919,302.0452536111568,1280,720,anon
2026-03-20T18:08:32.271839,unknown,match9_non_rally_009698.jpg,False,,,,,1280,720,anon
2026-03-20T18:08:36.431243,unknown,match15_rally_002907.jpg,True,418.30730483399964,179.3814692598054,435.5073048339997,195.3814692598054,1280,720,anon
2026-03-20T18:08:48.486749,unknown,match2_rally_010091.jpg,True,434.08276172393255,260.9813889234284,449.08276172393255,275.78138892342844,1280,720,anon
2026-03-20T18:08:54.094617,unknown,match1_rally_000235.jpg,True,1100.5482409789145,398.58856978581343,1135.044635293011,438.6149204403375,1920,1080,anon
2026-03-20T18:08:57.934638,unknown,match1_rally_000084.jpg,True,856.7880429213925,389.7496083605195,880.5880429213925,413.9496083605195,1920,1080,anon
2026-03-20T18:09:02.806767,unknown,match15_rally_003000.jpg,True,516.2365407579643,223.081304495325,536.0365407579643,243.081304495325,1280,720,anon
2026-03-20T18:09:05.998736,unknown,match9_non_rally_009600.jpg,True,635.9438033523699,357.09834183669415,655.351316794728,374.4782046208954,1280,720,anon
2026-03-20T18:09:10.294538,unknown,match8_rally_004383.jpg,False,,,,,1280,720,anon
2026-03-20T18:09:18.166471,unknown,match2_rally_010784.jpg,True,466.12008660112826,230.11505279209027,480.9200866011282,245.51505279209027,1280,720,anon
2026-03-20T18:09:20.638662,unknown,match1_rally_000828.jpg,True,1150.2659375301955,210.1475819660543,1183.0371171317056,237.1356122261215,1920,1080,anon
2026-03-20T18:09:42.494425,unknown,match8_rally_004998.jpg,True,377.7509792782695,179.99321176841994,394.15097927826946,196.79321176841995,1280,720,anon
2026-03-20T18:09:45.518700,unknown,match14_rally_003364.jpg,True,564.3736238641998,307.0922596618028,575.9736238641997,319.0922596618028,1280,720,anon
2026-03-20T18:09:50.799077,unknown,match10_rally_011354.jpg,True,646.0149086907239,380.29106993325286,658.1281463888035,392.14097637702645,1280,720,anon
2026-03-20T18:09:53.591099,unknown,match10_rally_011995.jpg,True,737.1624588104148,243.58192459123023,750.8730943651942,257.51018928179974,1280,720,anon
2026-03-20T18:09:56.934373,unknown,match15_rally_002971.jpg,True,498.2793598845589,146.4127079661623,517.0793598845589,164.01270796616228,1280,720,anon
2026-03-20T18:10:00.598165,unknown,match16_rally_001314.jpg,True,477.98542464181634,298.9608619900124,494.7859586665442,312.5750878376367,1280,720,anon
2026-03-20T18:10:08.662685,unknown,match16_rally_001521.jpg,True,705.4737175866709,113.07528345204409,719.4737175866709,125.4752834520441,1280,720,anon
2026-03-20T18:10:12.423278,unknown,match9_non_rally_009495.jpg,False,,,,,1280,720,anon
2026-03-20T18:10:16.022791,unknown,match10_rally_011780.jpg,True,777.4030570874563,350.9593506766852,789.4030570874563,363.3593506766852,1280,720,anon
2026-03-20T18:10:20.734381,unknown,match2_non_rally_010455.jpg,True,419.5201911367036,474.42632011560846,430.7201911367036,485.0263201156084,1280,720,anon
2026-03-20T18:10:24.317818,unknown,match2_rally_010157.jpg,True,639.5181056173922,383.14569507196455,657.2331172707102,398.466786231591,1280,720,anon
2026-03-20T18:10:27.982830,unknown,match16_rally_001930.jpg,True,798.2207584099503,132.49175217444687,824.0008882065156,160.8788613886423,1280,720,anon
2026-03-20T18:10:31.758465,unknown,match8_rally_004928.jpg,True,487.3241345772679,201.467660770485,501.1241345772679,216.467660770485,1280,720,anon
2026-03-20T18:10:34.646328,unknown,match8_rally_004596.jpg,True,699.7903538547818,174.7760505340789,720.3780701005297,194.16680653298113,1280,720,anon
2026-03-20T18:10:37.198789,unknown,match7_non_rally_005040.jpg,False,,,,,1280,720,anon
2026-03-20T18:10:40.262480,unknown,match8_rally_004180.jpg,True,515.9820487828697,156.98793620470914,539.9820487828697,180.98793620470914,1280,720,anon
2026-03-20T18:10:43.574516,unknown,match9_rally_009861.jpg,True,771.1310260326212,310.85927464045545,786.9310260326213,326.4592746404554,1280,720,anon
2026-03-20T18:10:48.078349,unknown,match2_rally_011038.jpg,True,720.6003858309577,266.12858106445367,733.6003858309577,279.5285810644537,1280,720,anon
2026-03-20T18:10:53.870085,unknown,match16_non_rally_001337.jpg,True,238.91322465388834,654.7128355049671,291.07723171370395,710.693721130135,1280,720,anon
2026-03-20T18:10:56.630685,unknown,match8_non_rally_004843.jpg,True,483.1756912410645,366.1402203106183,495.3756912410645,375.3402203106183,1280,720,anon
2026-03-20T18:10:59.662315,unknown,match2_rally_010594.jpg,True,568.6221315681569,265.1342785150349,579.0221315681569,276.73427851503493,1280,720,anon
2026-03-20T18:11:04.430314,unknown,match2_non_rally_010863.jpg,True,913.7008847499216,566.1332718227527,938.454022654693,589.3064222016877,1280,720,anon
2026-03-20T18:11:11.326232,unknown,match9_non_rally_009531.jpg,True,919.8857850633449,411.10831921253447,931.6857850633448,400.9083192125344,1280,720,anon
2026-03-20T18:11:13.781882,unknown,match9_non_rally_009536.jpg,False,,,,,1280,720,anon
2026-03-20T18:11:22.031228,unknown,match15_non_rally_002096.jpg,True,757.287065254756,368.1756901375417,767.0870652547561,376.3756901375417,1280,720,anon
2026-03-20T18:11:25.542670,unknown,match15_non_rally_002016.jpg,True,738.9690793560272,428.5648132288231,751.5690793560273,441.1648132288231,1280,720,anon
2026-03-20T18:11:46.598904,unknown,match7_rally_005178.jpg,False,,,,,1280,720,anon
2026-03-20T18:11:48.830461,unknown,match9_non_rally_009498.jpg,False,,,,,1280,720,anon
2026-03-20T18:11:52.198442,unknown,match1_non_rally_000752.jpg,True,923.8320189542037,557.5436153832886,936.4320189542037,568.7436153832886,1920,1080,anon
2026-03-20T18:11:57.406270,unknown,match7_rally_005796.jpg,True,662.0316096452974,216.5558364736822,681.8316096452975,237.35583647368222,1280,720,anon
2026-03-20T18:12:01.750698,unknown,match9_rally_009512.jpg,True,625.5155646487265,386.95229854630315,639.8790876108764,398.20372486665383,1280,720,anon
2026-03-20T18:12:03.174507,unknown,match10_non_rally_011056.jpg,False,,,,,1280,720,anon
2026-03-20T18:12:06.710449,unknown,match9_non_rally_009190.jpg,True,787.3462938085381,488.9044505120769,819.8466372149944,521.4047939185332,1280,720,anon
2026-03-20T18:12:10.766388,unknown,match2_non_rally_010355.jpg,False,,,,,1280,720,anon
2026-03-20T18:12:15.182593,unknown,match1_non_rally_000463.jpg,True,1359.1634000000001,981.9929600000002,1452.5729800000001,1067.3499900000002,1920,1080,anon
2026-03-20T18:12:19.774029,unknown,match10_rally_011427.jpg,True,514.2995070547156,355.92173407392613,527.4995070547157,368.1217340739261,1280,720,anon
2026-03-20T18:12:22.054750,unknown,match8_non_rally_004592.jpg,False,,,,,1280,720,anon
2026-03-20T18:12:26.350729,unknown,match14_rally_003404.jpg,True,472.6183545243643,365.37382831502083,490.5248798171777,382.490359844916,1280,720,anon
2026-03-20T18:12:30.150693,unknown,match7_rally_005420.jpg,True,707.9690208606004,248.0667797445119,719.9690208606004,259.0667797445119,1280,720,anon
2026-03-20T18:12:54.566384,unknown,match15_non_rally_002971.jpg,True,337.9226669103715,442.1992410978454,353.32266691037154,456.59924109784544,1280,720,anon
2026-03-20T18:12:57.990312,unknown,match10_non_rally_011171.jpg,True,651.6610842927828,373.6249801774961,658.8610842927828,382.0249801774961,1280,720,anon
2026-03-20T18:13:01.238301,unknown,match10_rally_011849.jpg,True,533.0526213013012,177.97616414871646,547.0526213013012,192.37616414871647,1280,720,anon
2026-03-20T18:13:04.333728,unknown,match16_rally_001828.jpg,True,696.7934508142245,199.25585672581025,714.1934508142244,216.65585672581022,1280,720,anon
2026-03-20T18:13:08.358974,unknown,match1_rally_000844.jpg,True,1474.3992548882568,514.3506079266735,1501.7992548882569,539.7506079266735,1920,1080,anon
2026-03-20T18:13:11.750523,unknown,match2_non_rally_010315.jpg,True,389.55235981081216,547.8395949567209,411.95235981081214,568.4395949567208,1280,720,anon
2026-03-20T18:13:14.414433,unknown,match7_non_rally_005500.jpg,False,,,,,1280,720,anon
2026-03-20T18:13:16.486891,unknown,match2_non_rally_010921.jpg,False,,,,,1280,720,anon
2026-03-20T18:13:19.709864,unknown,match8_rally_004740.jpg,True,830.9823794987457,100.85060199666145,854.1823794987456,123.45060199666145,1280,720,anon
2026-03-20T18:13:23.286366,unknown,match2_rally_010981.jpg,True,586.6164991829344,347.45744796649967,600.4164991829344,360.8574479664997,1280,720,anon
